spamorham,label,sms
spam,1,৳৫০০০ আড়ং ভাউচার পেতে টাইপ START IT to 16452@৳2.67
spam,1,"লা লিগা লাইভ দেখতে ডায়াল *5#*8*1# বা ভিজিট http://mysports.com.bd/
"
spam,1,"আগামী ৮ মে, ২০২৪ এ অনুষ্ঠিতব্য “টেলিযোগাযোগ সেবা সংক্রান্ত গণশুনানি”-তে অংশগ্রহণ করুন। নিবন্ধনের লিংক: https://bit.ly/btrcgov "
spam,1,"""প্রমোশনাল এসমএস না চাইলে *৭# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো : বিটিআরসি""
"
spam,1,"""সিস্টেম রক্ষণাবেক্ষণের জন্য ১৬০০২ কোডের মাধ্যমে মোবাইলফোনের বৈধতা যাচাই সংক্রান্ত বিদ্যমান সেবা ২২/১২/২০২৩ ইং হতে ২৫/১২/২০২৩ ইং তারিখ পর্যন্ত স্থগিত থাকবে - বিটিআরসি। """
spam,1,বিটিআরসি’র অনুমোদন ব্যতীত যে কোন ধরণের বেতার তরঙ্গ অথবা বেতার যন্ত্রপাতি আমদানি/ক্রয়/বিক্রয়/স্থাপন/পরিচালনা/ব্যবহার আইনত দণ্ডনীয়–বিটিআরসি।
spam,1,"বিটিআরসি অফিস এখন নতুন ঠিকানায় নিজস্ব ভবনে, প্লট: ই-৫/এ, আগারগাঁও প্রশাসনিক এলাকা, শেরে-বাংলা নগর, ঢাকা-১২০৭"
spam,1,"বিটিআরসি’র অনুমোদনহীন অবৈধভাবে স্থাপিত জ্যামার, নেটওয়ার্ক বুস্টার ও রিপিটার নিজ দায়িত্বে অপসারনের জন্য সংশ্লিষ্ট সকলকে অনুরোধ জানানো যাচ্ছে।"
spam,1,অবৈধ মোবাইল হ্যান্ডসেট সংযোজন ও উৎপাদন/আমদানি/ক্রয়/বিক্রয়/ব্যবহার হতে বিরত থাকুন - বিটিআরসি।
spam,1,১লা অক্টোবর ২০২১ তারিখ হতে অবৈধ হ্যান্ডসেট নেটওয়ার্কে নতুনভাবে সংযুক্ত হলে সংযোগ বিচ্ছিন্ন করা হবে - বিটিআরসি।
spam,1,"প্রমোশনাল এসএমএস না চাইলে *১২১*১১০১# ডায়াল করে চালু করুন ডু নট ডিসটার্ব সেবা, অন্যথায় চালু না করার অনুরোধ করা হলো: বিটিআরসি"
spam,1,"সেরা অফারে ঈদের খুশি! ৪০জিবি(বোনাসসহ) ৫৯৯টাকা ৩০দিন,ডায়াল *১২১*৩৪৩৯# বা ভিজিট https://mygp.li/mh"
spam,1,২২জিবি (বোনাস সহ) ৭দিন মাত্র ১৯৭টাকা মাইজিপি তে! https://mygp.li/Mo
spam,1,"“৮ এপ্রিল ‘বাংলাদেশ স্কাউটস দিবস’। “স্মার্ট স্কাউটিং, স্মার্ট সিটিজেন” থিমে তৃতীয়বারের মতো দেশব্যাপী উদ্‌যাপিত হচ্ছে এ দিবস। সকলকে বাংলাদেশ স্কাউটস দিবসের শুভেচ্ছা”"
spam,1,"“০৬ এপ্রিল জাতীয় ও আন্তর্জাতিক ক্রীড়া দিবস”। এ বছরের প্রতিপাদ্য হলো “ক্রীড়াঙ্গনের উন্নয়ন, শেখ হাসিনার দর্শন।” যুব ও ক্রীড়া মন্ত্রণালয়।"
spam,1,"“ইদ যাত্রায় সড়ক ও জনপথ অধিদপ্তরের ১১ টি টোল প্লাজায় ইটিসি/ফাস্ট ট্র্যাক ব্যবহার করে ১০% সাশ্রয় করুন, দ্রুত গন্তব্যে পৌঁছান”"
spam,1,"সেহরি এবং ইফতারে নিরাপদ ও সুষম খাদ্য গ্রহণ করুন। অস্বাস্থ্যকর, অতিরিক্ত ভাজা-পোড়া ও অননুমোদিত রং মিশ্রিত খাদ্য পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
spam,1,"“ইলিশ হলো মাছের রাজা-জাটকা ধরলে হবে সাজা” ১১-১৭ মার্চ “জাটকা সংরক্ষণ সপ্তাহ-২০২৪” উদ্‌যাপিত হতে যাচ্ছে। আসুন, আমরা জাটকা রক্ষা করে ইলিশ উৎপাদন বৃদ্ধি করি-মৎস্য অধিদপ্তর/মপ্রাম।"
spam,1,"‘করবো বীমা, গড়বো দেশ"
spam,1,স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।
spam,1,"‘জাতীয় বস্ত্র দিবস’। এবারের প্রতিপাদ্য বিষয়- ‘স্মার্ট টেক্সটাইলে সমৃদ্ধ দেশ, বঙ্গবন্ধুর বাংলাদেশ’- বস্ত্র ও পাট মন্ত্রণালয়।"
spam,1,"মাধ্যমিক ও উচ্চ শিক্ষা বিভাগের বিশেষ আর্থিক অনুদানের আবেদন গ্রহণ শুরু হয়েছে। শিক্ষার্থী, শিক্ষক-কর্মচারী ও শিক্ষা প্রতিষ্ঠানের জন্য আবেদন করতে ভিজিট করুন mygov.bd"
spam,1,"“সাশ্রয়ে জ্বালানি
সমৃদ্ধ আগামী”।
প্রচারে: হাইড্রোকার্বন ইউনিট, জ্বালানি ও খনিজ সম্পদ বিভাগ।"
spam,1,"“জ্বালানির অপচয় রোধ করি
নব প্রজন্মের ভবিষ্যৎ গড়ি”।
প্রচারে: হাইড্রোকার্বন ইউনিট, জ্বালানি ও খনিজ সম্পদ বিভাগ।"
spam,1,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।"
spam,1,"‘১৪-১৭ ফেব্রুয়ারি ২০২৪ পর্যন্ত শেখ হাসিনা পার্বত্য চট্টগ্রাম ঐতিহ্য সংরক্ষণ ও গবেষণা কেন্দ্র, বেইলি রোড, ঢাকায় পার্বত্য মেলা অনুষ্ঠিত হবে। আপনারা সবাই আমন্ত্রিত। পার্বত্য চট্টগ্রাম বিষয়ক মন্ত্রণালয়।’"
spam,1,“বাংলাদেশ জাতীয় আরকাইভস দেশের কেন্দ্রীয় রেকর্ড সংরক্ষণাগার। ২৫ বছরের স্থায়ী মূল্যসম্পন্ন নথিপত্র/রেকর্ডপত্র স্থায়ী সংরক্ষণের জন্য জাতীয় আরকাইভসে প্রেরণ করুন এবং জাতীয় আরকাইভসকে সমৃদ্ধ করুন।”
spam,1,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন-আইডিআরএ”"
spam,1,"“বাংলা ইশারা ভাষার প্রসার করি
স্মার্ট বাংলাদেশ গড়ে তুলি”"
spam,1,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে । ভিজিট করুন: www.joinnavy.navy.mil.bd
spam,1,"মেডিকেল কলেজ হাসপাতাল, জেলা হাসপাতাল, উপজেলা স্বাস্থ্য কমপ্লেক্স, মা ও শিশু কল্যাণ কেন্দ্রে ভায়া ও সিবিই পরীক্ষা করুন-জাতীয় জরায়ু-মুখ ও স্তন ক্যান্সার স্ক্রীনিং এবং প্রশিক্ষণ কেন্দ্র, বিএসএমএমইউ।"
spam,1,সর্বশেষ সময় ১৮ জানুয়ারি ২০২৪ এর মধ্যে নিবন্ধন সম্পন্ন করে হজে গমন নিশ্চিত করুন। ধর্ম বিষয়ক মন্ত্রণালয়।
spam,1,"“আসুন জাটকা ও সামুদ্রিক প্রজাতির মাছের ডিম, লার্ভী ও পোনা রক্ষায় বেহুন্দি ও কারেন্ট জালসহ সকল অবৈধ জাল দিয়ে মাছ ধরা থেকে বিরত থাকি-মৎস্য অধিদপ্তর; মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়’’"
spam,1,"আপনি একজন দায়িত্বশীল ভোটার,
দেখেশুনে বুঝে আপনার ভোট দিন-বাংলাদেশ নির্বাচন কমিশন"
spam,1,"ভোট আপনার গণতান্ত্রিক অধিকার,
নির্বাচনে ভোট দিয়ে আপনার এ অধিকার প্রতিষ্ঠা করুন
-বাংলাদেশ নির্বাচন কমিশন"
spam,1,"‘‘সমাজসেবায় গড়বো দেশ, স্মার্ট হবে বাংলাদেশ’’-এই প্রতিপাদ্যকে ধারণ করে ২ জানুয়ারি সারা দেশে উদযাপিত হচ্ছে জাতীয় সমাজসেবা দিবস, ২০২৪। সমাজসেবা অধিদপ্তর, সমাজকল্যাণ মন্ত্রণালয়।"
spam,1,“নির্বাচন সংক্রান্ত আইন-শৃঙ্খলা সমন্বয় সেলে অভিযোগ জানাতে ৯৯৯ এ কল করুন”
spam,1,"ভোটদানে বাধা, কেন্দ্র হতে এজেন্টকে বের করে দেয়া দণ্ডনীয়
অপরাধ, এ সকল অপরাধ করা থেকে বিরত থাকুন
- বাংলাদেশ নির্বাচন কমিশন"
spam,1,"“প্রবাসীর কল্যাণ মর্যাদা-আমাদের অঙ্গীকার
স্মার্ট বাংলাদেশ গড়ায় তারাও সমান অংশীদার “
‘জাতীয় প্রবাসী দিবসের’ শুভেচ্ছো।
প্রবাসী কল্যাণ ও বৈদেশিক কর্মসংস্থান মন্ত্রণালয়
"
spam,1,"নির্বাচনে সার্বিক নিরাপত্তা নিশ্চিত করা হচ্ছে;
নির্ভয়ে নির্বিঘ্নে ভোট দিতে কেন্দ্রে যাবেন
- বাংলাদেশ নির্বাচন কমিশন"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
২০০১ থেকে ২০০৮ সাল পর্যন্ত  টেলিযোগাযোগের মাধ্যমে রাজস্ব আয় হয় ৩,৬০৭.৭৬ কোটি টাকা। ২০০৯ সাল  থেকে গত সাড়ে চৌদ্দ বছরে এ খাতে আয় হয়েছে ৭০,০৬৩.৬৮ কোটি টাকা।"
spam,1,"জোড় করে কেন্দ্র দখল করা, জাল ভোট দেয়া বা ভোটারদের হুমকি বা ভয় দেখানো দন্ডনীয় অপরাধ, এ সকল কাজ হতে বিরত থাকুন
- বাংলাদেশ নির্বাচন কমিশন"
spam,1,"নির্বাচনি আচরণবিধি মেনে চলুন, 
সুষ্ঠু ও অবাধ নির্বাচনে সহায়তা করুন
- বাংলাদেশ নির্বাচন কমিশন"
spam,1,"“উন্নত, সমৃদ্ধ, ক্ষুধা ও দারিদ্র্যমুক্ত, স্মার্ট বাংলাদেশ গড়ার প্রত্যয় হোক মহান বিজয় দিবস-২০২৩ এর অঙ্গীকার।-ডাক, টেলিযোগাযোগ ও তথ্যপ্রযুক্তি মন্ত্রণালয়।”"
spam,1,"উন্নয়নকে রাখতে সচল, ভ্যাট দিব আমরা সকল।-জাতীয় রাজস্ব বোর্ড"
spam,1,শহিদ বু্দ্ধিজীবীর রক্তে বঙ্গবন্ধুর সোনার বাংলার স্বপ্নে সমৃদ্ধ হোক বাংলাদেশ।-মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয়।
spam,1,‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২৪’ প্রদানের লক্ষ্যে ১৮-৪৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
spam,1,"১২ ডিসেম্বর, ২০২৩ মঙ্গলবার সকাল ৮ টা থেকে বিকাল ৪ টা পর্যন্ত ৬ মাস থেকে ৫ বছর বয়সী ‍শিশুকে নিকটস্থ স্বাস্থ্যসেবা কেন্দ্রে নিয়ে ভিটামিন ‘এ’ ক্যাপসুল খাওয়ান : জাতীয় পুষ্টিসেবা, ডিজিএইচএস"
spam,1,"আমার ভ্যাট আমি দিব, কেনার সময় চালান নিব।-জাতীয় রাজস্ব বোর্ড।"
spam,1,"মানবাধিকার দিবস-২০২৩
এবারের প্রতিপাদ্য “সবার জন্য স্বাধীনতা, সমতা এবং ন্যায়বিচার”। জাতীয় মানবাধিকার কমিশন।"
spam,1,"“উন্নয়ন, শান্তি ও নিরাপত্তার লক্ষ্যে দুর্নীতির বিরুদ্ধে আমরা ঐক্যবদ্ধ” এই প্রতিপাদ্যকে সামনে রেখে ০৯ ডিসেম্বর ২০২৩ পালিত হচ্ছে “আন্তর্জাতিক দুর্নীতিবিরোধী দিবস ২০২৩’’। আসুন, দুর্নীতিকে না বলি-দুদক।"
spam,1,"আজ ৫ ডিসেম্বর, বিশ্ব মৃত্তিকা দিবস ২০২৩
এ বছর দিবসটির প্রতিপাদ্য,
“মাটি ও পানি : জীবনের উংস”-কৃষি মন্ত্রণালয়।"
spam,1,"‘‘প্রতিবন্ধী ব্যক্তিদের সাথে সম্মিলিত অংশগ্রহণ, নিশ্চিত করবে     এসডিজি অর্জন’’-সমাজকল্যাণ মন্ত্রণালয়"
spam,1,‘০২ ডিসেম্বর ২০২৩ পার্বত্য চট্রগ্রাম শান্তি চুক্তির ২৬ বছর পূর্তি  উপলক্ষ্যে সবাইকে শুভেচ্ছা-পার্বত্য চট্রগ্রাম বিষয়ক মন্ত্রণালয়’
spam,1,বাংলাদেশ নৌবাহিনীতে সরাসরি কমিশন্ড অফিসার পদে নিয়োগ চলছে । ভিজিট করুন: www.joinnavy.navy.mil.bd
spam,1,‘শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২৪’ প্রদানের লক্ষ্যে ১৮-৪৫ বছরের যুবদের নিকট হতে দরখাস্ত আহবান করা হয়েছে। এ বিষয়ে সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
spam,1,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট www.ecs.gov.bd-এ প্রবেশ করুন”-ইসি
spam,1,"‘‘জরায়ু-মুখ ও স্তন ক্যান্সার পরীক্ষা করুন সুস্থ সুন্দর জীবন গড়ুন’’(NID আবশ্যক)  https://www.facebook.com/viacbebsmmu
-জাতীয় জরায়ু -মুখ ও স্তন ক্যান্সার স্ক্রীনিং এবং প্রশিক্ষন কেন্দ্র, বিএসএমএমইউ।"
spam,1,“দ্বাদশ জাতীয় সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট www.ecs.gov.bd-এ প্রবেশ করুন”-ইসি
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
যুব ও ক্রীড়া মন্ত্রণালয়ের মাধ্যমে ২০০৯-২০২৩ সাল পর্যন্ত সারা দেশের ১০ লক্ষ ৭৫ হাজার ২০০ জন শিশুকে ক্রীড়ার বিভিন্ন ইভেন্টে প্রশিক্ষণ প্রদান করা হয়েছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
যুব ও ক্রীড়া মন্ত্রণালয়ের আওতায় বর্তমান সরকারের সময়ে ৪০ হাজার কর্মপ্রত্যাশী যুবক ও যুব নারীকে গাড়ী চালনা বিষয়ে প্রশিক্ষণ প্রদান করা হচ্ছে। 
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
যুব ও ক্রীড়া মন্ত্রণালয়ের আওতাধীন বিকেএসপি-তে ২০০৬ সাল পর্যন্ত আন্তর্জাতিক মানের জিমনেশিয়াম ছিল না ১টি। বর্তমান সরকারের সময়ে এ সংখ্যা বৃদ্ধি পেয়ে দাড়িয়েঁছে ৮টি। 
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য :
২০০৯ সালে অনুদানপ্রাপ্ত বেসরকারি পাঠাগার ছিল ৪৯৩টি। বর্তমানে পাঠাগার ১০ হাজার ১৮৮টি এবং প্রদত্ত বরাদ্দের পরিমাণ ৩৯ কোটি ৫১ লক্ষ ৯০ হাজার টাকা।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
২০০৯ সালে চারুশিল্প প্রতিষ্ঠান ও থিয়েটার খাতে অনুদানপ্রাপ্ত সাংস্কৃতিক প্রতিষ্ঠান ২১৯টি। বর্তমানে প্রতিষ্ঠান ১৪ হাজার ৯৬১টি এবং অনুদানের পরিমাণ ৬৭ কোটি ৫৮ লক্ষ ৮০ হাজার টাকা।"
spam,1,"‘‘ডায়াবেটিসের ঝুঁকি জানুন, প্রয়োজনীয় ব্যবস্থা নিন’’
click:diabetesmapping.com./APK/DRC.apk.
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 বন্যা পূর্বাভাসের আগাম সময়সীমা ৩ দিন থেকে বাড়িয়ে সর্বোচ্চ ১৫ দিনে উন্নীত করার মাধ্যমে মৌসুমী বন্যাপ্রবণ অঞ্চলে জীবনের ক্ষয়ক্ষতি শূন্যের কোঠায় নামিয়ে আনা হয়েছে।"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 ২৭২৮ কি.মি. ডুবন্ত বাধ মেরামত ও রক্ষণাবেক্ষণের মাধ্যমে হাওর এলাকায় আবাদকৃত ধানের সুরক্ষা সম্ভব হয়েছে।"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 দেশের সীমান্তবর্তী ১২টি জেলার ২২টি উপজেলায় ১৫টি নদীর ৩৪ কি.মি. তীর সংরক্ষণ কাজ বাস্তবায়নের মাধ্যমে বাংলাদেশ ভৌগলিক সীমানা অক্ষুন্ন রাখা সম্ভব হয়েছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
দেশব্যাপী ৮৪৯৬ কি.মি.খাল পুনঃখনন করে বর্ষা মৌসুমের অতিরিক্ত পানি সংরক্ষণ করা হচ্ছে,ফলে বন্যার প্রকোপ হ্রাসসহ শুষ্ক মৌসুমে ২.৩৪ লক্ষ হেক্টর এলাকায় সেচ সুবিধার সম্প্রসারণ ঘটেছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ১৪৪১ কি.মি. বাঁধ নির্মাণের ফলে দেশব্যাপী ৪.৪৩ লক্ষ হেক্টের এলাকায় বন্যা নিয়ন্ত্রণ ও নিষ্কাশন সুবিধার সম্প্রসারণ ঘটেছে।"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
বিগত ১৪ বছরে ৪৩৭৫ কি.মি নদী ড্রেজিং/পুনঃখননের মাধ্যমে দেশব্যাপী নদ-নদীর পানি প্রবাহ ব্যবস্থাপনার উন্নয়ন ঘটানো হয়েছে।"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 সরকার যাত্রীগণের সুবিধার্থে স্টেশনে নিরাপদ পানীয় জলের ব্যবস্থা করেছে। ফলে আপেক্ষমান যাত্রীগণ বিনামূল্যে সুপেয় পানি পান করতে পারছেন।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 সরকার ""রেলসেবা"" নামে মোবাইল অ্যাপ চালু করেছে। ফলে যাত্রীগণ ঘরে বসেই দ্রুত কাঙ্ক্ষিত ট্রেনসংক্রান্ত বিভিন্ন তথ্য সংগ্রহ করতে পারছেন।"
spam,1,৪ নভেম্বর ‘জাতীয় সংবিধান দিবস’।
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 মুজিববর্ষ উপলক্ষে যাত্রীগণের আরামদায়ক রেলসেবা নিশ্চিতকরণে এবং বিদ্যমান রেলসেবার মানোন্নয়নে বিভিন্ন কার্যক্রম বাস্তবায়ন করা হয়েছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 ২০০৯ সাল থেকে অদ্যাবধি ১৪৩টি নতুন ট্রেন চালুসহ ৪৪টি ট্রেনের সার্ভিস/রুট বর্ধিতকরণ করা হয়েছে। ফলে যাত্রী ও পণ্য পরিবহন বৃদ্ধি পেয়েছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 ২০০৯ থেকে অদ্যাবধি ১০৯টি নতুন লোকোমোটিভ ও ৬৫৮টি যাত্রীবাহী কোচ সংগ্রহ, ৫৩০টি যাত্রীবাহী কোচ, ৫১৬টি মালবাহী ওয়াগন সংস্কার করা হয়েছে।
"
spam,1,"শেখ হাসিনা সরকারের সাফল্য:
 ২০০৯ সাল থেকে অদ্যাবধি ৭৯৪টি রেলসেতু পুনঃনির্মাণ, ১৪৬টি নতুন স্টেশন ভবন নির্মাণ, ২৩৭টি বিদ্যমান স্টেশন ভবন পুনঃনির্মাণ করা হয়েছে।
"
spam,1,"“০৬ এপ্রিল জাতীয় ও আন্তর্জাতিক ক্রীড়া দিবস”। এ বছরের প্রতিপাদ্য হলো “ক্রীড়াঙ্গনের উন্নয়ন, শেখ হাসিনার দর্শন।” যুব ও ক্রীড়া মন্ত্রণালয়।"
spam,1,"“ইদ যাত্রায় সড়ক ও জনপথ অধিদপ্তরের ১১ টি টোল প্লাজায় ইটিসি/ফাস্ট ট্র্যাক ব্যবহার করে ১০% সাশ্রয় করুন, দ্রুত গন্তব্যে পৌঁছান”"
spam,1,"সেহরি এবং ইফতারে নিরাপদ ও সুষম খাদ্য গ্রহণ করুন। অস্বাস্থ্যকর, অতিরিক্ত ভাজা-পোড়া ও অননুমোদিত রং মিশ্রিত খাদ্য পরিহার করুন। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।"
spam,1,"‘জাতীয় দুর্যোগ প্রস্তুতি দিবস-২০২৪’এর প্রতিপাদ্য
“দুর্যোগ প্রস্তুতিতে লড়বো
স্মার্ট সোনার বাংলা গড়বো”
-দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়
"
spam,1,"“ইলিশ হলো মাছের রাজা-জাটকা ধরলে হবে সাজা” ১১-১৭ মার্চ “জাটকা সংরক্ষণ সপ্তাহ-২০২৪” উদ্‌যাপিত হতে যাচ্ছে। আসুন, আমরা জাটকা রক্ষা করে ইলিশ উৎপাদন বৃদ্ধি করি-মৎস্য অধিদপ্তর/মপ্রাম।"
spam,1,"৬ মার্চ ২০২৪ ‘জাতীয় পাট দিবস’। এবারের প্রতিপাদ্য বিষয়-
“বঙ্গবন্ধুর সোনার দেশ 
স্মার্ট পাটশিল্পের বাংলাদেশ” 
বস্ত্র ও পাট মন্ত্রণালয়।"
spam,1,ইভিএম এ ভোট দিতে পছন্দের প্রতীকের পাশের সাদা বোতামটি চাপুন ও ভোট নিশ্চিত করতে সবুজ বোতামটি চাপুন-ইসি
spam,1,নৌবাহিনীতে নাবিক ভর্তি চলছে। ০৭ মার্চ এর মধ্যে www.joinnavy.navy.mil.bd তে আবেদন করুন।
spam,1,‘বাংলাদেশ বিমান বাহিনীতে ৮৬ বাফা কোর্সে অফিসার ক্যাডেট হিসাবে যোগ দেয়ার আবেদনের সময়সীমা ১০ এপ্রিল ২০২২ পর্যন্ত বর্ধিত করা হয়েছে। বিস্তারিতঃ www.joinbangladeshairforce.mil.bd’
spam,1,"১ মার্চ ২০২২ জাতীয় বীমা দিবস।  এবারের প্রতিপাদ্য-“বীমায় সুরক্ষিত থাকলে এগিয়ে যাব সবাই মিলে’’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং আর্থিক প্রতিষ্ঠান বিভাগ, অর্থ  মন্ত্রণালয়"
spam,1,"আজ ৪র্থ জাতীয় ভোটার দিবস। এবারের প্রতিপাদ্য -“মুজিব বর্ষের অঙ্গীকার, রক্ষা করব ভোটাধিকার’’-ইসি"
spam,1,বাংলাদেশ সেনাবাহিনীতে কমিশন্ড অফিসার  হিসাবে ৮৯তম বিএমএ দীর্ঘ মেয়াদী কোর্সে যোগ দিন । ৩০ এপ্রিল ২০২২ তারিখের মধ্যে অনলাইনে আবেদন করুনঃ https://joinbangladesharmy.army.mil.bd
spam,1,‘মুজিববর্ষের সফলতা দুর্যোগ প্রস্তুতিতে গতিশীলতা’-দুর্যোগ ব্যবস্থাপনা ও ত্রাণ মন্ত্রণালয়।
spam,1,বাংলাদেশ নৌবাহিনীতে অফিসার ক্যাডেট পদে নিয়োগ চলছে। ভিজিট করুনঃ www.joinnavy.navy.mil.bd
spam,1,"আজ ১৫ মার্চ ২০২২ বিশ্ব ভোক্তা-অধিকার দিবস। এবারের প্রতিপাদ্য- ‘ডিজিটাল আর্থিক ব্যবস্থায় ন্যায্যতা’। জাতীয় ভোক্তা-অধিকার সংরক্ষণ অধিদপ্তর, বাণিজ্য মন্ত্রণালয়।"
spam,1,"২২ মার্চ ২০২২ বিশ্ব পানি দিবস, এবারের প্রতিপাদ্য বিষয় “ভূগর্ভস্থ পানি: অদৃশ্য সম্পদ, দৃশ্যমান প্রভাব’’- পানি সম্পদ মন্ত্রণালয়।"
spam,1,"‘‘মহান স্বাধীনতা ও জাতীয় দিবস, ২০২২ উপলক্ষে সকল বীর মুক্তিযোদ্ধাকে ডাক ও টেলিযোগাযোগ বিভাগের পক্ষ থেকে গভীর শ্রদ্ধা ও কৃতজ্ঞতা জ্ঞাপন করছি’’ - ডাক ও টেলিযোগাযোগ বিভাগ।"
spam,1,‘‘এক দিনে এক কোটি কোভিড-১৯ ভ্যাকসিন ক্যাম্পেইনের ২য় ডোজ ২৮ থেকে ৩০ মার্চ নিকটবর্তী কেন্দ্র থেকে গ্রহণ করুন’’- স্বাস্থ্য অধিদপ্তর।
spam,1,"“দুস্থ ও মানবতার সেবায় আঞ্জুমান মুফিদুল ইসলামকে আপনার যাকাত ও সাদকা দান করুন।
বিকাশ ও নগদ ০১৩১৮২৪২৯৯৯ রকেট বিলার-২৯৪৬ 
শাহজালাল ব্যাংক ৪০১৮১২১০০০০২৪০৯ (যাকাত) এবং ৪০১৮১৩১০০০০০২৭৬ (সাদাকা)’’"
spam,1,"৩১ মার্চ হতে ০৬ এপ্রিল জাটকা সংরক্ষণ সপ্তাহ। আসুন, আমরা জাটকা ধরা, ক্রয়-বিক্রয়, পরিবহন, মজুদ করা ও খাওয়া থেকে বিরত থাকি। জাতীয় মাছ ইলিশ উৎপাদন বৃদ্ধিতে সহায়তা করি-মৎস্য ও প্রাণিসম্পদ মন্ত্রণালয়।"
spam,1,"০২ এপ্রিল ২০২২, ১৫তম বিশ্ব অটিজম সচেতনতা দিবস, এবারের প্রতিপাদ্য বিষয় -“এমন বিশ্ব গড়ি অটিজম বৈশিষ্ট্যসম্পন্ন ব্যক্তির প্রতিভা বিকশিত করি""- সমাজকল্যাণ মন্ত্রণালয়।"
spam,1,শেখ হাসিনা ইয়ুথ ভলান্টিয়ার অ্যাওয়ার্ড-২০২২ প্রদানের লক্ষ্যে ১৮-৪৫ (সংশোধিত) বছর বয়সের যুবদের নিকট দরখাস্ত আহবান করা হয়েছে। সকল তথ্য যুব ও ক্রীড়া মন্ত্রণালয়ের ওয়েবসাইটে www.moysports.gov.bd পাওয়া যাবে।
spam,1,"আজ ৭ এপ্রিল বিশ্ব স্বাস্থ্য দিবস। এবারের প্রতিপাদ্যের ভাবানুবাদ- ‘সুরক্ষিত বিশ্ব, নিশ্চিত স্বাস্থ্য’। স্বাস্থ্য অধিদপ্তর, স্বাস্থ্য সেবা বিভাগ, স্বাস্থ্য ও পরিবার কল্যাণ মন্ত্রণালয়।"
